,  user_id,total play,Artist,genre,track
4873,D3AB8EA2,3.0,Энтони Grad,ruspop,Megapolis
4874,9B29AD98,273.789375,Eddie Craig,bassline,Dub for Ya Speaker
4875,494F1160,0.0,Z.O,hiphop,Hip Hop Train
4876,9A57D59E,3.490773875,Nduyanyu,jazz,Jazz Hop
4877,A36A5184,0.1,Rita Hayworth,jazz,I've Been Kissed Before
4878,EAB5413F,4.293007736111111,Richard Feren,classical,Wendigo!
4879,A92B4160,215.43400000000003,RDGLDGRN,hiphop,Opera
4880,2FF783B4,0.1,,electronic,Painkiller
4881,FD1C498E,7.257999999999999,Mark Hildreth,pop,I Just Wanna Love Someone
4882,F80F1CC2,5.393,Констанция,ruspop,Дай мне повод
4883,AD19E90F,13.0,,electronic,Satoshi Nakamoto
4884,132C1C92,0.1,Саида Агрба,ruspop,Остаться
4885,4C694D56,0.0,Peter Salett,rock,Heart of Mine
4886,FC780DB6,146.468,Sarkis,rock,Movin' & Groovin'
4887,146E731C,230.0,Kamu,electronic,Let's Chillout
4888,C31F01B3,178.0,Samsara Inc.,easy,Red Light
4889,DF4FBC41,64.10429961675314,Voice Of Ruin,metal,I Am the Danger
4890,32D6263,7.529085214974059,Medicant Downline,electronic,From Eden (Chiptune)
4891,DBD88DD9,67.0,Paulo,latin,Relax
4892,90C2D233,0.1,Mekong Delta,rock,Transgression
4893,90A9235B,21.75570505555556,Anny Hwang,classical,Klaviersonate No. 17 in D Minor Op. 31 No. 2: Der Sturm - Largo - Allegro
4894,C69F4776,126.947833,The Hand,electronic,Supernova
4895,D41433CF,6.4,Mute Forest,electronic,Volcanoes Flowing
4896,2DEE87CF,181.812245,Vangelis Papageorgiou,jazz,The Funky Way
4897,1ACACEB3,313.182018,Free Royalties Song,miscellaneous,Slowly
4898,83C0D51A,0.1,,,
4899,A95C6FA2,9.672,Jayceeoh,electronic,Elevate
4900,E307C379,7.093999999999999,Тона,hiphop,ЗКД
4901,22AE681D,0.0,Nox Arcana,instrumental,Toccata
4902,F5EEF10C,0.1,,rock,
4903,60B6DA8D,23.0,Steffon,rock,Dancing with My Demons
4904,CD571D,200.179,Chris Montana,dance,Porto Hustle
4905,B05D8D0E,0.1,Rhucle,electronic,New Again
4906,D6295E4,63.84,DJ Mehdi,dance,Lucky Boy
4907,4A688BA2,7.155867505555557,Felguk,dance,Love Bite
4908,197D1A82,0.0,Kaushiki,world,Tarana - Raga Nat Bhairav
4909,615CDC62,0.1,Jeff Mangum,folk,Two Headed Boy
4910,26B0B3BB,0.0,Капитан Константин Баранов,shanson,Мой старый друг Курсантская
4911,B9734EC8,60.951,,classical,Champagner-Polka Op. 211
4912,8FD4C396,9.606993,Elva Hsiao,pop,Thriller MJ Legend
4913,25DF5039,0.0,Scirocco,dance,Scirocco
4914,D82E1659,7.331,DJ Insite,hiphop,Nuclear
4915,F5FED080,5.228,Niklas Harding,dance,Ice Beach
4916,263D90DF,6.699,Radiorama,pop,Top Model
4917,DAE11C24,0.1,Roberto Goyeneche,argentinetango,Vals Del Carnaval
4918,89DC41AD,1.894,Randy Brecker,jazz,Aiaiai
4919,FE76AC63,1.714,,,
4920,786AE0E3,34.595,Champaign Pauli Carman,urban,How 'bout Us
4921,2601B01F,0.0,Jodie Aysha & BVRZZ feat. BVRZZ,dance,Turn Me out (Ass Up)
4922,7EE8D641,14.424,,rusrap,Камуфляж
4923,3593F105,309.36815,Enzalla,dance,Fireflies
4924,36C7790B,14.304,Walter Ríos Orquesta,world,Organito de la Tarde
4925,2515140E,172.9316542312577,Sound Scope Quartet,jazz,Una Buena Tarde
4926,426058B4,10.184045621874995,Chopah,hiphop,Drama
4927,1B1F0252,134.321,Natalia Burcea Smiley Sorin ex Akcent Marius ex Akcent & Cream,children,Casuta din padure
4928,F1AB203D,1.0,Dirty shafi,rnb,2pac
4929,BB5191DE,1.036,הפרויקט של רביבו,jewish,מחרוזת שבת
4930,EE35CDD2,197.044,Comet Kid,rock,When I'm Dead
4931,C373F5B5,1.688979,Сон Лемура,rock,В небе
4932,E7B9A1BE,19.050068,Levz,rusrap,Пьяный город
4933,D7EBF7BF,0.1,,,
4934,4099036F,220.26449,Евгения Власова,ruspop,Мы не судьба
4935,D69A3CFB,8.0,Wire,rock,In Vivo
4936,934BA684,96.276,Zion I,rap,Don't Lose Your Head
4937,5FC0D421,0.0,Catfolkin,folk,La Nova Lola
4938,5005C4AA,2.982846,Martin Tungevaag,electronic,Vidorra
4939,81439B9E,141.555,,pop,I Love Sax
4940,A062B34E,7.377247762658246,Generation Bastar,latin,Shingaling
4941,3F5A9E24,3.0,The King's Son,pop,I'm Not Rich
4942,9A6E77ED,7.098365080059296,Phoenix,electronic,If I Ever Feel Better (I'd Go To The Disco)
4943,36F18F6,234.962,HeDLesS,hiphop,Smoke
4944,E67838DA,2.0,Oscar L,dance,Sometimes
4945,3AD5C6CA,12.0,Smiley_61st,hiphop,Hammer
4946,E1965DCA,195.837,Direct to Dreams,electronic,Requiem Mozart Remix
4947,26C59169,137.0,Stephen Smith,children,Johnny Johnny Yes Papa
4948,10B2224B,0.1,Infinite,hiphop,Rock N Soul
4949,838D167B,0.1,Bossaleana,hiphop,Ride or Die
4950,E6EED63C,558.8907668879161,,electronic,Seven Gates
4951,238E1606,1.187,Jill Newman,blues,Without You
4952,C297C504,3.171946105263161,Daniel Briegert,techno,Destruction 2.0
4953,C0585CAA,18.24,Nicola Di Bari,world,Paese
4954,3FEA7A4E,1.0,Dake,dance,Obsessed
4955,DB27BE65,11.0,Tink,rnb,Treat Me Like Somebody
4956,F5E5E338,64.21380699999999,02 (feat. Рожден),rnb,ar4i
4957,B28BC29E,194.56,Gia Koka,pop,Trippin'
4958,C81032CD,93.092,Dёргать!,punk,430 рублей и полпакета травы
4959,D336705B,4.56,Sex Bomb,rock,Pretty Girl
4960,E387BCC6,4.978,Mysteriouz Muziiq,world,Shinra Tensei
4961,156F9D14,0.1,Рыбы,inspiritual,Езу Ты ўлюблённы Сын Айца
4962,4829D3AA,4.005771793749997,Tony Maiello,pop,S'incendia la testa
4963,A7A67D87,79.622,Zeellia,world,Вийди вийди Іванку
4964,ED19D16C,1.0,,rusrap,Борода
4965,CC15A544,2.0,Dick Walter,jazz,Cobwebs and Rainbows
4966,4D367B69,6.104088826603327,Westbound Train,rock,Good Enough
4967,267C4104,0.0,,dance,How Did You Know
4968,61D39270,4.6956001966292105,Elektrofish,easy,Deep Water
4969,44261203,106.578,,,
4970,CB6B7F28,0.1,Marni Nixon,melodic,Show Me (Voice)
4971,CED69412,346.163,Spline,electronic,Welcome
4972,565C7EFB,197.575204,Max Ricco,ruspop,Играли в любовь
4973,E46FE023,8.657746715277794,Jaxx & Vega & Chronix,dance,Blade
4974,A947F3F1,334.550204,The Ineffable Orchestra / Irmin Hütter,rock,Walking In My Shoes
4975,CDA72094,226.037551,Filthzilla,electronic,Diamond Rings (feat. Josie Charlwood)
4976,1F03C4AA,224.522,,,
4977,33ECA709,2.56,Aécio,electronic,Natami
4978,C4C8AEB0,482.324,Rasa,world,The Call to Govinda (He Govinda)
4979,7F473A5A,192.391837,Corona.,experimental,Whut
4980,E80B888C,4.930238,Ipanov,dance,Pholyphyly
4981,5936DB9A,0.0,Camille Rodriguez,dance,One Night With Wagner
4982,766E1130,40.0,James Everingham,soundtrack,Dreamstealer
4983,8C7DA856,21.762467,Зинаида Бокарёва Антонида Ильина Оркестр радио,fairytail,Малахитовая шкатулка: Кольца серьги наголовник
4984,D9188596,5.116933,,electronic,Dreamcatcher
4985,8C20BFFF,96.003,Prima,rnb,505
4986,A714CA09,74.768,Котик,alternative,Мальчик с вальс-концерта
4987,B4F3F418,0.1,Draconian,epicmetal,The Empty Stare
4988,B4B02089,0.0,Break It Down DC,hiphop,Panoramic Pink
4989,D2502DA3,0.1,Kingslynn,rock,Young Bride
4990,62A3514B,0.0,Милиганы,ruspop,Взлетай
4991,205DAF42,10.070055783169082,Kronfeld,psychedelic,Short Life
4992,D86B2853,227.813878,Markos Tegui,hiphop,Morefeen
4993,749F04C5,0.1,Jonathan De Neck,world,La No-Bulería del Fantasma Azul
4994,58AE5F0A,6.78,Хожай,ukrrock,Єдина
4995,75C1DADC,4.127548444444444,Daniel Portman,funky,Parasol
4996,80EAF37E,21.857816974683548,Halloween Hit Factory,holiday,Dark Phantom (Halloween Organ)
4997,2BEE4F8F,209.652,Brother Culture,reggae,Know
4998,6C259C1,261.01551,Gable LeBlanc,pop,I'm Here
4999,F42BBDDA,312.633469,Kid Wise,electronic,Hope
5000,B386F6B7,11.0,X-O-Planet,alternative,Can't Sustain
5001,22870753,11.032,,rap,Оффлайны
5002,AACCB108,236.199184,CHINAH,pop,Away From Me
5003,"5EA96D47,105.978775,Leopold Stokowski Orchestra,classical,""Petrushka Pt. 1 """"The Shrovetide Fair"""": The Magic Trick""",,,,
5004,BE6F3D50,143.499,Django,pop,Ebb Tide (Bassa Marea)
5005,D86D0ED2,17.962225,Black Smoke,disco,You Spin Me Round
5006,7A6EFA3B,56.028,Спайдн Ривз,rusrap,Мариванна
5007,4DD93AFD,393.555,Antonio Jackson,jazz,Santa Monica Drive
5008,54BAE0A1,0.1,RMX,hiphop,Love Has No Color
5009,7607DD7B,16.618663962499998,Daniel Aznar,easy,Tierra Prometida
5010,42AE9183,181.33,Сергей Матвеенко,folk,Донна Аморе
5011,445E5486,167.0,Bossman Birdie,hiphop,Good Good
5012,830F65A,0.1,,pop,Wolke 4
5013,F7C7E981,0.0,,,
5014,EE99D4F6,9.402571857256774,Sandra & Andres,pop,Run Run Ruby
5015,DA9EC75E,169.0,Tyron Hapi,dance,Anyway
5016,A9F5B6E1,132.0,Pixelife,electronic,DC To Daylight
5017,95BE19C2,20.0,Erin Muir,easy,Habanera
5018,58EA38D,233.874286,Keb’ Mo’,blues,So Long Goodbye
5019,CF7F66B6,262.43,Jackal & DialedIN,electronic,Thinkin Bout U
5020,6E07263C,0.1,K21,hiphop,Dead 'em Then Dance
5021,668BA052,167.079184,Junior X,dancehall,Letting You Go
5022,DCDCC2CC,48.0,Joseph Vincent,pop,Since You've Been Gone
5023,EA16D54A,191.84325,Deeci,dance,Losing Control
5024,4CD36BD5,5.457288,Thilo von Westernhagen,classical,Die Mauern von San Galgano
5025,248F0B0D,95.472315,Argentina Santos,world,Chico Da Mouraria
5026,"B87F0321,1.910318,Yamaha Symphonic Band,animated,""March """"Le Beau Drapeau""""""",,,,
5027,A0867140,256.96653100000003,DJ Okawari,hiphop,Be There
5028,65A3BB91,6.299078754283433,,disco,Special Love
5029,6732507B,328.91,Thabonage,world,Hello Hello
5030,BA23C6D,29.0,DJ Smooth4Lyfe,hiphop,Freestyle Session
5031,58E62010,0.0,Alain Planes [Artist],film,Intermezzo In A Opus 118 No.2: Andante Teneramente
5032,D0D60E23,175.467,Phin,rock,Free Spirit
5033,5336AF3,1.081,Mitch James,pop,21
5034,F09CBC32,0.1,,classical,Adagio
5035,786B8782,229.691,Patrool,hiphop,Валенки
5036,38C2B6F,0.0,Atahualpa,world,Vientos Del Sur
5037,48B532FB,1.389,Seth Vogt,dance,Lost feat. Goldillox
5038,D2DBCF54,4.0,The Courteeners,rock,Not Nineteen Forever
5039,515CF3E1,1.0,Vicki Shepard,vocal,Long John Blues (Dr. Long John)
5040,ADF5BA32,177.377,Smile,pop,School is out
5041,1333FE2B,151.118367,The Grassmasters,bluegrass,What Goes On
5042,67F795B2,89.208163,Totem,folk,I'm Only Me
5043,44F37339,219.0,Katrina,pop,Walking On Sunshine
5044,E20016DF,50.0,Airbag,pop,Y Tú
5045,8376E6FA,212.088163,Xerath,metal,Intrenity
5046,D5798FBE,26.424594,Quaid,punk,The Water Wasn't Clean
5047,5196AD6C,5.02648178391959,Четыре Квартала,rusrock,Верить
5048,B8215767,187.324,,,
5049,16B68CC4,0.1,Hana Vu,rock,Team
5050,4AFCE7ED,70.256,FYER,dance,The Lost (feat. Aloma Steele)
5051,B0933F74,179.0170833,Karamelo Santo,punk,El Alcatraz
5052,6223F8D,0.0,Bystander,rock,Safe
5053,3760761A,6.319117000000006,,electronic,#Miamibackagain
5054,67796E64,120.52898,,rock,Goodnight
5055,F748FB77,17.590999999999998,,world,Aur Is Dil Mein
5056,9B046005,45.699,Kakora,rusrap,Spacesex
5057,B00D9AEE,276.297143,Blackmail,gangsta,Ruckas
5058,480E0035,15.724232999999998,Cedric Leroy,ambient,Ouverture In Memory of Earthquake in Japan
5059,7A2201F4,9.724,Front 242,electronic,Together
5060,F965350F,182.700408,Mark Hewer,classical,Canon and Gigue in D Major
5061,2E71C4E6,146.876,Scatman Crothers,jazz,The Thing
5062,15EAF26B,0.1,Informatik,alternative,Brave New World
5063,30D2A842,0.0,Einstein's Sister,rock,Second Time Around
5064,5BD87292,2.575,Отто Нотман,ruspop,За руку держи меня
5065,30ECCC47,0.1,Hakan Polat,pop,Server-i Ser Bülendimiz
5066,8A4E7D9F,0.1,Алик Бендерский,russian,Только ты только я
5067,A624DAF,3.6492711197916674,Denny Loco,dance,Immaterial
5068,AC3A8D98,1.183664,The Pharcyde,hiphop,Somethin' That Means Somethin'
5069,174FFCE,150.697,Bent USA,alternative,It's Over Man
5070,ABB60F70,440.784,Nick Hollyster & Robin Orlando feat. Simon Graf,tech,Ride feat. Simon Graf
5071,C4EDA32B,187.0889583,,jazz,Walkin’ My Baby Back Home
5072,2A1D90B4,138.192598,Hamilton,electronic,You Had It
5073,90988055,187.315,Julius Dreisig,dance,Barakah
5074,C99FE687,0.0,Mokita,dance,Heaven
5075,EA3F83D0,2.721,Wolkenlos,house,Pure
5076,3839E74,13.0,Hulkoff,industrial,Beastmode
5077,1D65110D,0.0,Крестовый туз,chanson,Туман
5078,811897,350.014694,Eightball & MJG,hiphop,In The Line Of Duty
5079,2171C614,0.1,Stan Hunter & Patrick Bettison,jazz,Ballad of Stan and Pam
5080,3B632151,4.0,Dave B,rnb,Gone
5081,F8F6ED1E,353.0,Ebony Willis,minimal,Nobody
5082,8E185A65,4.369,Classic Breaks,hiphop,Classic Breakbeat 47
5083,ACDD47DD,3.0,Canard,dance,Work
5084,85464663,210.729796,Camp I.D.,rap,Thug N*** Thug B****
5085,E802C341,223.0,XACV SQUAD,rusrap,Чувашский ниндзя
5086,1806F25E,195.999,Alexia Stone,dance,Mr. Saxobeat
5087,BEB9B0A6,2.785895,Annominus,rock,Whore of Your Grace
5088,D300A999,4.378,НЕ4ТО(abro&vino),rusrap,Стелька
5089,961D7BB,384.548542,Down with the Gypsies,rock,Intro
5090,90BCB267,268.329,Volvox,dance,Pressure
5091,482F708B,27.0,Dj Salamandra,house,Indigo
5092,4CF9063E,22.551778,Rico Belled,jazz,El Pollo Loco Funk
5093,A0648783,473.036,Emily Sun,classical,Violin Sonata in F Major (1838): II. Adagio
5094,5BED9D7C,137.377959,Barry Mann,rock,Feeling
5095,72F71B89,12.585,Холодный Воин,hiphop,Весна
5096,5BCA4BED,0.1,BenJamin Banger,instrumental,5-11-15
5097,C4918B0E,118.27758606968123,At Sunset,pop,Kiss Me
5098,85AFD9FF,3.0,R&R,dance,MLG
5099,8259D953,0.0,Mc B-Kicker,dance,Hard and Faster
5100,EF2C1B5E,269.74,Exmortus,metal,Into the Maw of Hell
5101,3F2252F2,4.527,Кредо+,pop,Tempo
5102,8306CB54,2.364,Jamily,gospel,Shelter
5103,B4EEA652,5.715204,Appetizer,k-pop,Forget
5104,6450482B,11.928145888541666,Civil War,metal,It Hurts When I Pee
5105,62712E7A,5.714695,Восемь по Гринвичу,ruspop,Падает снег
5106,9371B3DC,0.1,Michael Levy,world,Ancient Greek Music Fragment (Bellermann Fragment)
5107,29BCD2E0,249.312653,Atrocious Abnormality,metal,Bound for Damnation
5108,8861069D,4.0,Hanane,world,Baddi Ello
5109,44B0FF4D,2.196,Botnek,dance,Tremors
5110,46EF0F02,215.829,Vitaly Sumarokov,instrumental,Triumph
5111,6F05C789,77.0,Bajm,pop,Mysli I Slowa
5112,4F1C111C,3.244088,Gepy & Gepy,pop,Angelo blu
5113,FE76AC63,0.1,,,
5114,42CF26DF,36.0,Boule Noire,pop,Dansons c'est bon!
5115,3CF9AFDB,3.849,Cryptex,electronic,Concerto
5116,A3504F99,0.1,,,
5117,6655F97F,271.2,FPM,electronic,Curiosity
5118,C0242002,0.1,,miscellaneous,Closure
5119,C8D08D51,45.0,MC Marcelly,funk,Arma Secreta
5120,E63C52EB,274.651425,GN,dance,Touch me
5121,AC1993E9,18.475771,Игорь Бойко,fusion,Просто блюз
5122,F861D762,218.042,The Blue Hammock,dance,Shout
5123,217595E,13.98,Peña Kalimotxo,world,Gypsy Heart
5124,E307ED96,21.0,Ray Peterson,pop,Is It Wrong?
5125,BA937B08,17.342,Night Ranger,rock,I Don't Call This Love
5126,1AD1791B,11.029018438194443,MERMiT,dance,Black Horizon
5127,49B7E8D3,394.475102,Brigham Phillips,world,Kilkelly
5128,53CAA118,168.0,The Elegants,rnb,Twinkle Twinkle Little Star
5129,A6F3C2D2,7.953912,Ilu,rock,Graffiti Hen Ewrop
5130,4C19E776,1.589,,electronic,No Satisfaction
5131,43F0D4CB,0.0,Jacob Young,jazz,Feathers
5132,AE19E057,245.272,Bryan Kearney,dance,We Are The Creators
5133,E43379D7,4.481,Smooth Jazz Saxophone Band,jazz,Fallin'
5134,3E7ADFB8,0.0,Abu,world,Abu
5135,3CF9AFDB,40.407,The V Motion Project,dance,Can't Help Myself
5136,BB88215E,19.356865,Abdulhadi Kanakiri,world,Sourate Athariyat
5137,B474446F,2.019,Come'n'Done,hiphop,Сделано на Комендане
5138,5AF202FE,3.0,Morrisson,house,Sanctify
5139,B8215767,83.714,,,
5140,3D611756,328.0,LX One,dubstep,Why
5141,56DAB0F8,5.381,Delmar Brown,fusion,Seasons
5142,3B5F1B18,207.0,Dema B,electronic,Suburban
5143,17CA0883,3.516,Fun 'Da' Mental,world,Ja Sha Taan
5144,7FD92C48,286.0,Jars Of Clay,alternative,Love Song For A Savior
5145,3760761A,7.481045,La Gypsy,world,Sirva el Mate
5146,513F6DC5,0.0,,,
5147,DFCE7896,264.724898,Shot Out,urban,U Don't Wanna See Me (feat. Lp of Yellowcard)
5148,467A8FAB,14.968003,Arrogant,hiphop,La La La La La (feat. Cobain & Don Nova)
5149,9C188E84,0.1,Ulytau,rock,Kokil
5150,9999A9BD,0.1,Brandon Bizior,pop,Addicted
5151,3C1DFA8,3.9382,Meleni Smith,soundtrack,Happy
5152,46A6CBD7,186.48,The Wild Kids,indie,I'm Leaving
5153,BC81DD06,0.0,Candy Sandy,dance,Lolly Pop
5154,4FCCDFD3,22.888387,Tender,children,Panie Szukam Cie
5155,45AF018B,24.891184736585355,Nevin Doğanay,folk,Keje
5156,7C746638,1.089,Matan Ariel & Friends,children,The Summer Vacation
5157,E0F20B88,294.50449,Jupiter Ace,dance,Glowing in the Dark
5158,80EAF37E,0.068843,Rish,dance,Organ Scream
5159,DC7F6397,0.0,,,
5160,ADFCE799,218.0,Thomas Feelman SOVTH,house,Zephyr
5161,7E5BBAC5,209.502025,The Mothers Of Invention,rock,Hungry Freaks Daddy
5162,C991982,164.94,GentleBeatz,hiphop,Silent Thoughts
5163,C250AEB1,149.44299999999998,Outer Heaven,metal,Putrid Dwelling
5164,FA93A451,178.076735,Crosby Stills Nash & Young,folkrock,Families
5165,D57F563A,209.136292,The Script,pop,Rain
5166,A0998808,284.264,,,
5167,FB408537,140.450521,,classical,Piano Concerto No. 3 in D Minor Op. 30 in D Minor: I. Allegro ma non tanto
5168,CD100079,407.2254226,,dance,Club Wedding (Wawa Dub)
5169,EA31F674,2.7345282031190923,Ben Tankard,jazz,Smooth Wife: Smooth Life
5170,8C240833,1.029,La Orquesta Y Coros Del Festival De Praga,classical,Obertura El Mikado
5171,8577B74A,3.281,Foxhound,rock,Criticize You
5172,C7996030,231.32,Шахерезада,pop,Герасим
5173,DBD7B755,0.1,,dance,Rags' n Bone
5174,A73B9071,171.67670800000002,Ana Vidović,classical,Antonio Vivaldi: Koncert Za Gitaru I Orkestar U D-Duru: Largo
5175,FCE424A0,193.515,А.Р.М.И.Я.,ruspop,Девушки Бонда
5176,41DB7F4E,5.0,George Kallis,soundtrack,Slow Fall
5177,A3591C7D,6.712999999999999,Kombii,dance,Merenge
5178,B0C710D0,0.0,Джаз-ансамбль п/у Михаила Костюшкина,jazz,Пробуждение
5179,CEAC250D,556.3,Deuter,new,Temple Of Silence
5180,40432CE,235.755102,P. Lion,dance,Happy Children 2009
5181,69BE1120,53.289,Darcy,pop,Orléans
5182,A9F5B6E1,132.0,Pixelife,electronic,DC To Daylight
5183,A545F55E,4.0,Mike Smith,hiphop,Disco Inferno
5184,5FBC3BB9,28.25,Виктор Крам,pop,Сгораем
5185,9296F35E,20.236,Sunnet,ruspop,Галактики
5186,17F93729,119.0,Le Chansonnier,miscellaneous,La Valse d'Amélie
5187,41A3EA5A,6.467417502715168,Antonio Tarragó Ros,latin,Pueblero De Allá Ité
5188,51BD226,131.355,,,
5189,368239ED,169.0,Billy May,pop,In The Mood
5190,EF79CEF3,6.0,Everlife,soundtrack,Find Yourself In You
5191,E5996ED2,135.39265,Carmen McRae,jazz,Too Much In Love To Care
5192,D8DA151D,378.0,,dance,Tearing Me Apart
5193,B66A018D,10.765717066666666,RagDoll City,rock,7-eleven
5194,9F36E789,2.931,Yui Horie,pop,Try Again
5195,E920831F,306.076708,Spiritualized,rock,Cool Waves
5196,A5BA9821,4.074,Malik Mustache,techno,Dominamo o Club
5197,C116BB9F,0.1,Пена,punk,Оставь меня цветам
5198,EE87E489,1.155,CTM,alternative,Escorted/The Road
5199,50D3DDE6,235.154286,DJ Jonathan 300,latin,Olvidame & Pega La Vuelta (En Vivo)
5200,5CD71426,3.707,Feid,latin,La Ultima Vez
5201,16CBD430,227.0,Sixx: A.M.,hard'n'heavy,Life Is Beautiful Radio Mix
5202,BB8802D4,7.284650963457488,Dean Demerritt,jazz,Compared to What
5203,35017BDB,27.0,Armando Marcal,easy,Dança da Solidão
5204,70AB65E6,0.0,Les Platters,pop,Good-Night Sweetheart
5205,2948B81C,136.78799999999998,Wintergatan,electronic,Sommarfågel
5206,6076E2FF,100.286,Finnegan's Hell,punk,Drunk Sick and Blue
5207,5E48953E,239.0,Қуандық Рахым & Мөлдір Әуелбекова,pop,Ғашықтар Сыры
5208,A153444B,0.1,Лана Шавлохова,caucasian,Цама цума
5209,AA258DF6,29.204875,Greatest Hits Ringtones,world,Curb Your Enthusiasm
5210,AEEC8CBF,461.270204,Ozric Tentacles,rock,Mooncalf
5211,A7204C58,3.219,Южный Централ,rusrap,По беде победой
5212,E03266A6,95.229,Plaitum,electronic,Grace Hits
5213,C071A1B0,11.140999999999998,The Reg Project,world,Rainy Days
5214,2C6126BA,0.0,KNOIA,hiphop,All My Friends
5215,D56A1C6B,21.866,Mokaa,rock,Garruda
5216,A7B5C54F,15.941103815277756,,electronic,Sassafras
5217,3A6BABDC,251.350204,Jane Monheit,jazz,I Get Along Without You Very Well
5218,898C9E6F,7.754534652296817,Chill out Experience,electronic,Funkmaster
5219,68D2EAC3,0.0,David Lindsay,new,Nocturne
5220,E7C8AFCF,0.1,,,
5221,1EC9B8C2,2.615173098841257,Lazarus,electronic,Strange Song
5222,BC34DD53,205.612,The Charlatans,alternative,Bad Days
5223,990C34C9,3.404,Smokie Norful,gospel,Power
5224,C18FB73E,306.834286,Nigel Stanford,film,TimeScapes
5225,A6CE3965,218.151,Lucchii,electronic,Tension
5226,2AE46531,43.538,Opaque,electronic,Running Through My Head
5227,F4CDEC4F,13.0919511,Tattoo,rock,Dreams
5228,FFDC542F,69.17699999999999,Strangers to Earth,rock,The Kids Part Two
5229,E905D2A5,218.0,Flora Cash,pop,You're Somebody Else
5230,B622CF71,8.685,Rockie Robbins,soundtrack,Emergency
5231,DCD52268,5.952628,Константин Сокольский,ruspop,Дымок от папиросы
5232,B8F93BF3,1.256,Saria Al Sawas,world,Ahebak Moot
5233,3B96D970,1.0,Tray Jack,hiphop,All That
5234,FF5BDDFF,364.79373,Zeca Baleiro,brazilian,Telegrama
5235,88B799E,7.0,Venice Baroque Orchestra,vocal,Sonno se pur sei sonno
5236,1543EFCC,0.0,Ilkai Cencan,electronic,Back to the Future
5237,B9B174F3,311.0,Ambient P,chillhouse,Music Keeps Me Dancing
5238,D027D2AE,10.0,Kavarabar,world,Kochari (Folk Dance)
5239,DAA7DB7E,5.510767731591455,Holygunner,dance,Rocknrolla
5240,7E365135,28.36,Братья Борисенко,ruspop,Звёздный берег
5241,60D95787,188.0,Аза Хуранова,caucasian,За твои глаза
5242,563993A5,0.0,DJ MARTIN E,techno,Ебать меня
5243,E9805697,328.821,Ghostpoet,alternative,Dial Tones
5244,3F2C8812,261.955917,Юлия Андреева,ruspop,Если люди не любят друг друга..
5245,67378382,52.0,Пепел,rusrock,Пеплом
5246,F41AE8FB,0.0,Марк Потапов,pop,Адам и Ева
5247,7502D87B,2.283,Bubnar,ruspop,Метеозависимы
5248,E04AE357,4.723087618977019,Candy Rose,urban,Dismissed
5249,856C3FB3,2.20415,Griff James,blues,Got Me This Woman
5250,6B987A5B,214.111,Кайдзю,rusrap,Рагнарёк
5251,BAF87A26,0.999222,Рафаэль Клейнер,spoken,Пусти меня отдай меня Воронеж
5252,EF115055,0.0,Михаил Плетнёв Виктор Третьяков Государственный камерный оркестр СССР,classical,24 прелюдии и фуги соч. 87: No. 22 Прелюдия и фуга соль минор
5253,3C685FC9,31.16884874025062,Angelwarrior Ace,metal,Chain Breaker
5254,4F3324B6,172.016327,Jade Bird,alternative,Uh Huh
5255,7455CC63,166.817959,Mudmen Inc.,world,I Had a Hat
5256,BB049944,7.869083371527778,Alam,pop,Embah Dukun
5257,89750587,6.0,Красный Полупрозрачный Человек,local,SAV
5258,7A740013,0.1,Riot Grrrl,punk,Helter Skelter
5259,8FAA3614,0.982878,Michael Fitzpatrick,folk,Jockey To the Fair
5260,AEE87133,217.6,Alpines,electronic,Heaven
5261,CBE199FF,1.493744,Search The City,pop,In This Scene You're Just An Extra
5262,DD015462,7.376,Stratus,rock,Premonition
5263,28ECCF18,0.0,,,
5264,D23A16E,167.026939,Paul Sofsky,electronic,Next Generation
5265,49F8B7B2,264.059841,Fausto Barbieri,pop,Endless Love
5266,3FD59EFC,263.128,,,Lost Sanctuary
5267,3537040B,135.706122,Top Hats,jazz,Just Steam
5268,A9F1CBB1,460.277542,Oliver Coates,relax,Timelapse
5269,BC087AB4,0.0,Gin&Milk,alternative,Six Red Roses
5270,8EF6DBA0,1.2021627420138827,Barry Jay,house,Nemesis
5271,B3ACEFBB,185.55,Plan Three,rock,Triggers
5272,F8B569A9,65.127,Fatty Fat & Magicmic Zaoru,hiphop,Boombayah
5273,6C837711,1.0,BSH,dance,Abs
5274,69DBC46C,2.301,Akcent,disco,Laj La La La (Miła Ma)
5275,834B413F,259.134694,Nick Price,rnb,Running Back
5276,8343B5E2,290.220408,Silent Rider,electronic,I Was a Bomb
5277,F8AA0682,181.463,Bob Borger,jazz,Do Do Do
5278,E1523C09,50.729017,Никита Вятчанин,rusrock,Ты встань
5279,8D9750C7,159.268542,Борис Очкаев,,Баажан цохр ноха
5280,A6796CD6,138.292245,Justin Ryan,children,Old McDonald
5281,117C610,10.0,,rusrock,Грибной дождь
5282,580C0BF4,242.520792,Big Spring,rock,Coming Down
5283,25A0E91C,187.689796,Andy Burrows,alternative,Handle With Care
5284,9804F315,28.0,Wolsh,dance,Purpose
5285,AF997C04,1.551,Anthony Smith,country,Half A Man
5286,EE625DC8,1.503,La Lupe,latin,Besito Pa Ti
5287,9AA14489,2.6840200000000003,Paolo Castelluccia,easy,Walking Alone
